coin,date,price,daily_pct_change,market_cap_billion,total_volume_billion
bitcoin,2024-11-07 00:00:00,75620.88606963192,9.065294530360246,1496.3927038409058,128.49253466823853
bitcoin,2024-11-08 00:00:00,75987.24178320667,0.4844636615834119,1502.6208089276981,66.5903960874524
bitcoin,2024-11-09 00:00:00,76550.0213845611,0.7406238049277425,1514.0487438891255,50.68746838772037
bitcoin,2024-11-10 00:00:00,76630.22631415377,0.1047745358420559,1519.4702750681015,31.430906055796104
bitcoin,2024-11-11 00:00:00,80466.71654833542,5.006497329726711,1590.8464687540668,93.47312620767863
bitcoin,2024-11-12 00:00:00,88637.42000322911,10.15414050104262,1756.6197029290438,133.95980530872512
bitcoin,2024-11-13 00:00:00,88264.59974582895,-0.4206127134415482,1741.1131724821246,152.35681169444942
bitcoin,2024-11-14 00:00:00,90488.10007497849,2.51913035979594,1790.7377636953327,136.04630984360645
bitcoin,2024-11-15 00:00:00,87407.51273710128,-3.404411558342624,1726.797438787217,99.6493918470836
bitcoin,2024-11-16 00:00:00,90947.97509443705,4.050524087082219,1799.27621192193,84.38248569784986
bitcoin,2024-11-17 00:00:00,90606.45489380708,-0.3755116046017859,1790.415769635493,49.25517440736877
bitcoin,2024-11-18 00:00:00,89841.47194135105,-0.8442918921754639,1776.8870332299082,48.556083101647495
bitcoin,2024-11-19 00:00:00,90534.62459650292,0.7715286049680525,1790.917617392441,77.39172418419348
bitcoin,2024-11-20 00:00:00,92251.65240738312,1.8965426968220007,1825.1954540185009,80.49323495849161
bitcoin,2024-11-21 00:00:00,94217.02229634204,2.1304441033531463,1862.618759426145,80.74727208024827
bitcoin,2024-11-22 00:00:00,98509.11859102432,4.555542289568737,1948.2845569820488,118.1638520223175
bitcoin,2024-11-23 00:00:00,98927.494945534,0.424708250864203,1958.0910009578345,85.74617456398602
bitcoin,2024-11-24 00:00:00,97679.46381643032,-1.2615614393054253,1931.2556376615019,47.414200206703406
bitcoin,2024-11-25 00:00:00,98015.9355289458,0.3444651509838303,1939.4464847274285,50.66568024686775
bitcoin,2024-11-26 00:00:00,93004.70093103289,-5.112673333034734,1838.7886778738655,89.47632121609351
bitcoin,2024-11-27 00:00:00,91931.83077291829,-1.153565515908905,1819.9905144060879,97.38923931552954
bitcoin,2024-11-28 00:00:00,95981.18057210564,4.404730945900237,1899.088665519225,81.46935325975
bitcoin,2024-11-29 00:00:00,95661.59595817851,-0.3329659127156104,1892.29785230472,49.06793202440325
